,,,,,
57.333333333333336,,,,,
47,52,,,,
130.33333333333334,135.33333333333334,119.66666666666667,,,
140.66666666666666,135.33333333333334,120,52,,
135.33333333333334,140.66666666666666,125,52.333333333333336,57,
